timestamp,Clg Vlv Cmd (%),OA Damper Cmd (%),Prht Vlv Cmd (%),RA_EA Damper Cmd (%),RF Spd Cmd (%),SF Spd Cmd (%),SA Static Press (inH₂O),Eff SAT Sp (°F),MAT (°F),OAT (°F),RAT (°F),SAT (°F),Econ Ena,EF Ena,Occupancy,RF Cmd,RF Sts,SF Cmd,Schedule,SF Sts
2025-04-01 08:45:00,0.0,23.367599487304688,0.0,23.367599487304688,20.0,55.542701721191406,0.3479999899864197,65.19999694824219,63.71599960327149,47.986698150634766,73.30999755859375,65.69599914550781,,,,,,,,
2025-04-01 09:00:00,0.0,20.0,0.0,20.0,20.0,56.23460006713867,0.3742499947547912,66.80000305175781,63.68000030517578,47.92940139770508,73.63400268554688,65.53399658203125,,,,,,,,
2025-04-01 09:15:00,0.0,20.0,0.8093344569206238,20.0,20.0,56.54759979248047,0.3876250088214874,68.19999694824219,63.93199920654297,48.495601654052734,73.97599792480469,65.8759994506836,,,,,,,,
2025-04-01 09:30:00,0.0,20.0,35.8656005859375,20.0,20.0,57.26240158081055,0.3564999997615814,69.79989624023438,64.34600067138672,49.15570068359375,74.13800048828125,66.12799835205078,,,,,,,,
2025-04-01 09:45:00,0.0,20.0,78.60230255126953,20.0,20.0,58.3051986694336,0.3412500023841858,70.0,64.68800354003906,49.53139877319336,74.4800033569336,66.37999725341797,,,,,,,,
2025-04-01 10:00:00,0.0,20.0,100.0,20.0,20.0,59.63629913330078,0.3552500009536743,70.0,64.50800323486328,49.9005012512207,74.4800033569336,66.37999725341797,,,,,,,,
2025-04-01 10:15:00,0.0,20.0,100.0,20.0,20.0,60.005401611328125,0.4127500057220459,70.0,64.68800354003906,50.26319885253906,74.66000366210938,66.54199981689453,,,,,,,,
2025-04-01 10:30:00,0.0,20.0,100.0,20.0,20.0,61.70589828491211,0.340624988079071,70.0,64.8499984741211,50.96960067749024,74.78600311279297,66.91999816894531,,,,,,,,
2025-04-01 10:45:00,0.0,20.0,100.0,20.0,20.0,59.69559860229492,0.4236249923706054,70.0,65.31800079345703,51.2057991027832,74.8219985961914,67.22599792480469,,,,,,,,
2025-04-01 11:00:00,0.0,20.0,100.0,20.0,20.0,60.46810150146485,0.4127500057220459,70.0,65.35399627685547,51.2057991027832,75.03800201416016,67.22599792480469,,,,,,,,
2025-04-01 11:15:00,0.0,20.0,100.0,20.0,20.0,59.74639892578125,0.410874992609024,70.0,65.8759994506836,51.62969970703125,75.16400146484375,67.55000305175781,,,,,,,,
