Timestamp,RTU_11_DA_T(°F),RTU_11_MA_T(°F),RTU_11_OA_T(°F),RTU_11_SF_S,RTU_11_MAD_O(%),RTU_11_DA1_P(in/wc),RTU_11_AVGZN_T(°F),RTU_11_SF_O(%),RTU_11_RA_T(°F),RTU_11_RA_H(%RH)
20-Jan-26 11:00:00 AM EST,71.2,58.7,28.0,,14.9,0.4,71,49.7,71.9,10.5
20-Jan-26 12:00:00 PM EST,69.8,59.3,29.7,,15.7,0.4,71,49.7,72.1,10.3
20-Jan-26 1:00:00 PM EST,71.8,59.7,31.2,,18.1,0.4,71,49.7,72.3,10.3
20-Jan-26 2:00:00 PM EST,70.8,59.7,32.6,,21.6,0.4,71,50.2,72.3,10.5
20-Jan-26 3:00:00 PM EST,74.4,59.5,33.3,,25.7,0.4,71,51.0,72.1,10.2
20-Jan-26 4:00:00 PM EST,69.9,58.5,32.9,,29.2,0.4,71,51.3,71.9,9.8
20-Jan-26 5:00:00 PM EST,71.8,56.7,31.7,,33.0,0.4,71,51.1,71.9,9.2
20-Jan-26 6:00:00 PM EST,67.1,65.9,30.6,Off,9.4,0.1,70,12.7,68.6,10.0
20-Jan-26 7:00:00 PM EST,61.2,71.4,29.3,,0.0, -0.0,68,0.0,62.7,13.0
20-Jan-26 8:00:00 PM EST,58.7,69.8,28.2,,0.0, -0.0,68,0.0,59.2,15.1
20-Jan-26 9:00:00 PM EST,57.0,68.0,26.6,,0.0, -0.0,68,0.0,56.7,16.7
20-Jan-26 10:00:00 PM EST,55.8,67.0,25.1,,0.0, -0.0,67,0.0,55.9,18.2
20-Jan-26 11:00:00 PM EST,54.6,66.0,23.4,,0.0, -0.0,67,0.0,55.3,19.2
21-Jan-26 12:00:00 AM EST,53.5,65.3,21.7,,0.0, -0.0,67,0.0,55.0,19.8
21-Jan-26 1:00:00 AM EST,52.4,64.5,20.9,,0.0, -0.0,67,0.0,54.7,20.0
21-Jan-26 2:00:00 AM EST,51.5,64.0,20.1,,0.0, -0.0,67,0.0,54.9,19.9
21-Jan-26 3:00:00 AM EST,50.8,63.8,20.0,,0.0, -0.0,67,0.0,54.8,20.0
21-Jan-26 4:00:00 AM EST,50.3,63.6,20.3,,0.0, -0.0,67,0.0,54.8,20.0
21-Jan-26 5:00:00 AM EST,51.5,59.4,19.5,On,0.0,0.2,67,15.6,51.1,19.8
21-Jan-26 6:00:00 AM EST,70.8,55.4,20.6,,2.9,0.6,69,55.0,70.9,10.6
21-Jan-26 7:00:00 AM EST,71.0,57.0,20.9,,5.7,0.4,70,49.7,73.7,9.3
21-Jan-26 8:00:00 AM EST,70.8,58.0,23.5,,8.8,0.4,70,49.2,73.6,10.2
21-Jan-26 9:00:00 AM EST,77.6,58.6,29.0,,8.0,0.4,70,49.9,71.6,11.9
21-Jan-26 10:00:00 AM EST,102.4,62.5,32.9,,0.0,0.4,73,66.4,75.8,11.0
21-Jan-26 11:00:00 AM EST,101.4,65.4,35.3,,0.0,0.4,74,74.8,78.0,8.8
21-Jan-26 12:00:00 PM EST,101.0,68.5,37.9,,0.0,0.4,76,76.8,79.7,7.6
21-Jan-26 1:00:00 PM EST,72.4,65.6,40.2,,0.0,0.4,74,76.7,76.3,9.5
21-Jan-26 2:00:00 PM EST,100.7,70.4,42.1,,0.0,0.4,77,79.1,80.0,8.6
21-Jan-26 3:00:00 PM EST,102.3,74.2,43.8,,0.0,0.4,79,84.1,83.2,7.0
21-Jan-26 4:00:00 PM EST,102.0,74.5,44.1,,0.0,0.4,79,84.5,83.8,6.4
21-Jan-26 5:00:00 PM EST,101.9,74.3,42.3,,0.0,0.4,80,84.4,84.1,6.0
21-Jan-26 6:00:00 PM EST,102.1,74.0,40.9,,0.0,0.4,80,83.7,83.9,6.0
21-Jan-26 7:00:00 PM EST,78.5,66.9,40.5,,0.0,0.4,76,79.1,77.6,8.3
21-Jan-26 8:00:00 PM EST,88.9,64.3,39.9,,0.0,0.4,74,75.3,75.0,9.7
21-Jan-26 9:00:00 PM EST,100.6,70.3,39.7,,0.0,0.4,78,79.1,80.6,7.9
21-Jan-26 10:00:00 PM EST,101.4,71.9,40.0,,0.0,0.4,79,80.9,81.9,7.7
21-Jan-26 11:00:00 PM EST,101.5,72.9,41.0,,0.0,0.4,79,81.5,82.7,7.6
22-Jan-26 12:00:00 AM EST,101.8,73.2,41.5,,0.0,0.4,80,81.6,83.1,7.7
22-Jan-26 1:00:00 AM EST,102.2,73.3,40.9,,0.0,0.4,80,81.3,83.2,7.8
22-Jan-26 2:00:00 AM EST,102.4,73.5,40.6,,0.0,0.4,80,81.4,83.5,7.9
22-Jan-26 3:00:00 AM EST,101.9,73.7,40.9,,0.0,0.4,80,81.3,83.6,8.0
22-Jan-26 4:00:00 AM EST,102.2,73.6,40.5,,0.0,0.4,80,81.4,83.7,8.1
22-Jan-26 5:00:00 AM EST,102.5,73.4,39.3,,0.0,0.4,80,81.4,83.7,8.2
22-Jan-26 6:00:00 AM EST,89.5,71.2,39.2,,0.0,0.4,80,80.5,82.2,8.8
22-Jan-26 7:00:00 AM EST,72.9,66.5,39.4,,0.0,0.4,76,79.8,76.6,12.1
22-Jan-26 8:00:00 AM EST,74.1,67.6,40.1,,0.0,0.4,76,81.0,77.1,13.5
22-Jan-26 9:00:00 AM EST,75.7,69.3,42.5,,0.0,0.4,76,82.8,78.1,13.2
22-Jan-26 10:00:00 AM EST,76.9,70.6,46.1,,0.0,0.4,77,82.6,78.8,13.2
22-Jan-26 11:00:00 AM EST,77.9,71.6,49.6,,0.0,0.4,77,82.8,79.4,13.5
22-Jan-26 12:00:00 PM EST,79.0,72.6,52.7,,0.0,0.4,78,83.1,80.0,14.0
22-Jan-26 1:00:00 PM EST,79.1,72.8,54.6,,0.0,0.4,78,83.0,80.1,14.2
22-Jan-26 2:00:00 PM EST,78.9,72.6,55.3,,0.0,0.4,78,82.9,79.8,14.2
22-Jan-26 3:00:00 PM EST,78.4,72.1,55.4,,0.0,0.4,77,82.9,79.3,13.6
22-Jan-26 4:00:00 PM EST,66.3,70.4,54.7,On,0.0,0.6,76,80.2,78.0,13.7
22-Jan-26 5:00:00 PM EST,48.0,63.4,52.2,,0.0,0.4,72,71.8,72.6,16.8
22-Jan-26 6:00:00 PM EST,46.5,61.7,48.8,,0.0,0.4,71,70.1,71.7,16.9
22-Jan-26 7:00:00 PM EST,47.5,59.0,48.0,,0.0,0.4,70,69.8,70.4,16.6
22-Jan-26 8:00:00 PM EST,47.0,56.9,45.6,,0.0,0.4,69,69.9,68.7,17.1
22-Jan-26 9:00:00 PM EST,47.2,55.1,42.1,,0.0,0.4,68,69.6,68.1,17.3
22-Jan-26 10:00:00 PM EST,46.9,55.3,39.1,,0.0,0.4,69,69.7,69.8,16.4
22-Jan-26 11:00:00 PM EST,46.5,56.0,36.4,,0.0,0.4,70,69.0,72.4,14.5
23-Jan-26 12:00:00 AM EST,47.8,55.1,34.0,,0.0,0.4,70,69.1,72.3,14.2
23-Jan-26 1:00:00 AM EST,54.2,55.0,33.3,,0.0,0.4,70,69.0,72.6,13.9
23-Jan-26 2:00:00 AM EST,59.5,54.9,32.2,,0.0,0.4,70,69.3,73.0,13.4
23-Jan-26 3:00:00 AM EST,63.9,55.5,31.8,,0.0,0.4,70,67.9,73.5,12.9
23-Jan-26 4:00:00 AM EST,71.0,56.0,31.7,,0.0,0.4,70,69.2,74.0,12.5
23-Jan-26 5:00:00 AM EST,71.8,57.2,32.1,,0.0,0.4,70,69.7,74.5,11.9
23-Jan-26 6:00:00 AM EST,71.3,56.1,31.4,,0.0,0.4,71,70.2,74.5,11.8
23-Jan-26 7:00:00 AM EST,71.2,55.8,31.2,,0.0,0.4,71,70.4,74.0,12.6
23-Jan-26 8:00:00 AM EST,71.2,55.9,33.0,,0.0,0.4,71,70.4,73.0,13.9
23-Jan-26 9:00:00 AM EST,69.7,57.3,36.1,,0.0,0.4,71,70.5,72.4,15.1
23-Jan-26 10:00:00 AM EST,73.5,59.8,40.3,,0.0,0.4,71,70.4,73.0,14.3
23-Jan-26 11:00:00 AM EST,70.7,61.9,45.1,,0.0,0.4,72,70.3,73.4,12.7
23-Jan-26 12:00:00 PM EST,70.2,62.7,47.0,,0.0,0.4,72,70.6,73.6,12.2
23-Jan-26 1:00:00 PM EST,70.7,63.5,48.0,,0.0,0.4,72,71.8,74.0,12.9
23-Jan-26 2:00:00 PM EST,70.0,63.6,48.5,,0.0,0.4,72,71.6,73.7,12.7
23-Jan-26 3:00:00 PM EST,70.1,63.7,49.2,,0.0,0.4,72,72.2,73.3,12.3
23-Jan-26 4:00:00 PM EST,69.7,62.7,48.7,,0.0,0.4,71,71.7,73.0,11.9
23-Jan-26 5:00:00 PM EST,69.4,62.5,47.6,,0.0,0.4,71,71.3,73.3,11.6
23-Jan-26 6:00:00 PM EST,70.0,61.4,45.5,,0.0,0.4,71,71.9,73.6,11.3
23-Jan-26 7:00:00 PM EST,65.4,58.1,42.2,,0.0,0.4,70,69.5,71.4,12.0
23-Jan-26 8:00:00 PM EST,71.4,58.6,38.5,,0.0,0.4,70,68.2,73.0,10.9
23-Jan-26 9:00:00 PM EST,69.9,57.5,33.6,,0.0,0.4,71,67.8,74.4,9.4
23-Jan-26 10:00:00 PM EST,69.1,55.8,29.1,,0.0,0.4,71,67.9,74.4,8.3
23-Jan-26 11:00:00 PM EST,70.8,54.4,25.5,,0.0,0.4,71,67.9,73.9,7.7
24-Jan-26 12:00:00 AM EST,67.7,53.6,22.6,,0.0,0.4,71,67.6,73.8,6.9
24-Jan-26 1:00:00 AM EST,69.4,52.4,20.4,,0.0,0.4,70,67.6,73.8,5.8
24-Jan-26 2:00:00 AM EST,71.5,51.5,18.6,,0.0,0.4,70,68.0,73.7,4.9
24-Jan-26 3:00:00 AM EST,70.7,50.6,16.3,,0.0,0.4,70,68.3,73.6,4.3
24-Jan-26 4:00:00 AM EST,69.6,50.4,14.2,,0.0,0.4,70,67.6,73.4,3.8
24-Jan-26 5:00:00 AM EST,72.2,49.7,13.1,,0.0,0.4,70,67.9,73.4,3.4
24-Jan-26 6:00:00 AM EST,71.0,49.2,12.5,,0.0,0.4,70,67.3,73.3,3.2
24-Jan-26 7:00:00 AM EST,67.6,49.7,12.2,,0.0,0.4,69,67.8,73.3,3.0
24-Jan-26 8:00:00 AM EST,70.1,50.6,12.6,,0.0,0.4,70,67.8,73.6,2.9
24-Jan-26 9:00:00 AM EST,70.6,51.4,14.2,,0.0,0.4,70,67.9,74.2,2.7
24-Jan-26 10:00:00 AM EST,71.0,53.0,16.5,,0.0,0.4,70,67.9,74.7,2.8
24-Jan-26 11:00:00 AM EST,69.3,53.5,18.5,,0.0,0.4,70,67.9,74.8,2.8
24-Jan-26 12:00:00 PM EST,72.1,54.0,20.1,,0.0,0.4,71,67.9,75.1,2.8
24-Jan-26 1:00:00 PM EST,69.5,54.6,22.7,,0.0,0.4,71,68.0,75.0,2.8
24-Jan-26 2:00:00 PM EST,72.5,54.4,22.7,,0.0,0.4,71,68.0,74.6,2.8
24-Jan-26 3:00:00 PM EST,69.0,54.2,22.6,,0.0,0.4,71,67.9,74.6,2.9
24-Jan-26 4:00:00 PM EST,71.4,53.7,22.3,,0.0,0.4,70,68.1,74.4,2.9
24-Jan-26 5:00:00 PM EST,70.4,53.5,22.4,,0.0,0.4,70,68.1,74.4,2.9
24-Jan-26 6:00:00 PM EST,68.0,53.7,23.0,,0.0,0.4,70,68.1,74.2,2.8
24-Jan-26 7:00:00 PM EST,71.6,53.9,23.1,,0.0,0.4,70,68.2,74.1,2.8
24-Jan-26 8:00:00 PM EST,70.0,53.8,23.2,,0.0,0.4,70,68.4,74.1,2.8
24-Jan-26 9:00:00 PM EST,69.6,53.4,22.6,,0.0,0.4,70,67.9,73.9,2.8
24-Jan-26 10:00:00 PM EST,72.5,53.2,21.7,,0.0,0.4,70,68.4,74.0,3.0
24-Jan-26 11:00:00 PM EST,70.3,52.4,20.5,,0.0,0.4,70,68.4,73.9,4.2
25-Jan-26 12:00:00 AM EST,71.4,52.2,19.4,,0.0,0.4,70,68.3,73.9,5.3
25-Jan-26 1:00:00 AM EST,68.4,52.3,19.1,,0.0,0.4,70,68.4,73.9,6.0
25-Jan-26 2:00:00 AM EST,69.0,51.6,18.1,,0.0,0.4,70,68.3,73.7,6.4
25-Jan-26 3:00:00 AM EST,72.3,51.5,17.7,,0.0,0.4,69,68.5,73.8,6.7
25-Jan-26 4:00:00 AM EST,70.8,51.4,17.3,,0.0,0.4,69,68.9,73.6,7.0
25-Jan-26 5:00:00 AM EST,70.0,51.6,17.0,,0.0,0.4,69,69.0,73.5,7.2
25-Jan-26 6:00:00 AM EST,69.7,51.3,16.8,,0.0,0.4,69,68.9,73.6,7.3
25-Jan-26 7:00:00 AM EST,70.8,50.9,16.9,,0.0,0.4,69,68.3,73.4,7.4
25-Jan-26 8:00:00 AM EST,71.6,51.4,17.8,,0.0,0.4,69,68.8,73.4,7.6
25-Jan-26 9:00:00 AM EST,67.4,52.3,18.8,,0.0,0.4,69,68.8,73.5,7.9
25-Jan-26 10:00:00 AM EST,70.9,51.8,19.6,,0.0,0.4,69,68.5,73.3,8.3
25-Jan-26 11:00:00 AM EST,72.2,52.4,20.2,,0.0,0.4,69,69.6,73.4,8.7
25-Jan-26 12:00:00 PM EST,70.1,52.6,20.8,,0.0,0.4,69,69.3,73.5,9.0
25-Jan-26 1:00:00 PM EST,69.5,53.0,21.3,,0.0,0.4,69,69.5,73.4,9.4
25-Jan-26 2:00:00 PM EST,70.1,52.5,20.4,,0.0,0.4,69,69.3,73.6,9.4
25-Jan-26 3:00:00 PM EST,73.2,53.9,22.6,,0.0,0.4,69,69.7,73.7,9.9
25-Jan-26 4:00:00 PM EST,69.3,54.9,25.0,,0.0,0.4,70,69.6,73.7,11.0
25-Jan-26 5:00:00 PM EST,69.2,55.5,25.8,,0.0,0.4,70,69.5,73.8,11.8
25-Jan-26 6:00:00 PM EST,71.1,56.0,27.8,,0.0,0.4,70,69.7,73.7,12.8
25-Jan-26 7:00:00 PM EST,72.0,56.0,28.8,,0.0,0.4,70,70.0,73.6,13.8
25-Jan-26 8:00:00 PM EST,71.0,55.8,29.1,,0.0,0.4,70,70.0,73.5,14.3
25-Jan-26 9:00:00 PM EST,70.1,54.8,25.1,,0.0,0.4,70,69.6,73.6,14.0
25-Jan-26 10:00:00 PM EST,68.8,54.4,23.6,,0.0,0.4,70,69.8,73.8,13.4
25-Jan-26 11:00:00 PM EST,71.3,53.8,23.0,,0.0,0.4,70,70.2,73.6,13.1
26-Jan-26 12:00:00 AM EST,69.1,53.7,21.9,,0.0,0.4,70,69.8,73.8,12.6
26-Jan-26 1:00:00 AM EST,72.3,53.6,21.4,,0.0,0.4,70,70.5,73.8,12.2
26-Jan-26 2:00:00 AM EST,70.1,53.1,21.2,,0.0,0.4,70,70.7,73.7,12.1
26-Jan-26 3:00:00 AM EST,70.8,52.5,20.9,,0.0,0.4,69,70.3,73.7,11.8
26-Jan-26 4:00:00 AM EST,71.3,53.2,21.4,,0.0,0.4,69,70.8,73.8,11.6
26-Jan-26 5:00:00 AM EST,70.2,53.5,22.4,,0.0,0.4,70,70.0,74.3,11.3
26-Jan-26 6:00:00 AM EST,70.5,54.2,21.8,,0.0,0.4,70,70.9,75.0,10.9
26-Jan-26 7:00:00 AM EST,73.3,53.6,22.6,,0.0,0.4,70,71.2,75.0,10.8
26-Jan-26 8:00:00 AM EST,72.2,53.9,23.0,,0.0,0.4,70,71.4,74.8,10.8
26-Jan-26 9:00:00 AM EST,70.5,54.5,25.2,,0.0,0.4,70,71.9,74.7,10.8
26-Jan-26 10:00:00 AM EST,72.1,55.9,26.3,,0.0,0.4,70,71.5,75.4,10.7
26-Jan-26 11:00:00 AM EST,68.1,56.7,27.9,,0.0,0.4,71,71.2,75.9,10.7
26-Jan-26 12:00:00 PM EST,73.1,57.2,27.5,,0.0,0.4,71,72.0,75.9,10.4
26-Jan-26 1:00:00 PM EST,68.9,56.5,26.9,,0.0,0.4,71,72.0,75.6,10.1
26-Jan-26 2:00:00 PM EST,75.4,57.8,27.7,,0.0,0.4,71,72.0,75.7,9.8
26-Jan-26 3:00:00 PM EST,70.3,57.7,27.9,,0.0,0.4,71,73.4,75.2,9.5
26-Jan-26 4:00:00 PM EST,71.1,57.6,27.0,,0.0,0.4,71,72.7,75.3,9.1
26-Jan-26 5:00:00 PM EST,71.9,56.7,24.9,,0.0,0.4,71,73.1,75.2,8.5
26-Jan-26 6:00:00 PM EST,71.2,56.3,23.3,,0.0,0.4,71,72.6,75.3,8.1
26-Jan-26 7:00:00 PM EST,74.1,55.5,22.5,,0.0,0.4,71,72.4,74.7,7.9
26-Jan-26 8:00:00 PM EST,68.3,54.0,21.9,,0.0,0.4,70,71.2,74.1,7.8
26-Jan-26 9:00:00 PM EST,72.1,52.8,21.4,,0.0,0.4,70,71.7,73.8,7.4
26-Jan-26 10:00:00 PM EST,70.2,53.1,20.6,,0.0,0.4,70,71.3,73.9,7.0
26-Jan-26 11:00:00 PM EST,71.6,52.3,20.0,,0.0,0.4,70,71.7,73.9,6.7
27-Jan-26 12:00:00 AM EST,67.5,53.1,19.4,,0.0,0.4,70,70.3,74.0,6.4
27-Jan-26 1:00:00 AM EST,70.8,51.8,18.4,,0.0,0.4,70,70.6,73.9,6.3
27-Jan-26 2:00:00 AM EST,72.5,52.1,17.4,,0.0,0.4,69,71.1,73.9,6.2
27-Jan-26 3:00:00 AM EST,69.4,51.6,17.2,,0.0,0.4,69,70.9,73.8,6.0
27-Jan-26 4:00:00 AM EST,71.0,50.4,15.5,,0.0,0.4,69,70.6,73.7,5.9
27-Jan-26 5:00:00 AM EST,72.5,50.0,14.8,,0.0,0.4,69,70.6,74.1,5.8
27-Jan-26 6:00:00 AM EST,70.3,50.6,13.7,,0.0,0.4,69,70.8,74.6,5.5
27-Jan-26 7:00:00 AM EST,68.9,50.4,13.9,,0.0,0.4,69,70.7,74.4,5.4
27-Jan-26 8:00:00 AM EST,75.0,52.6,15.4,,0.0,0.4,69,71.2,74.8,5.2
27-Jan-26 9:00:00 AM EST,72.2,54.4,18.1,,0.0,0.4,70,70.7,75.5,4.9
27-Jan-26 10:00:00 AM EST,71.6,55.7,20.4,,0.0,0.4,71,70.6,75.9,4.8
27-Jan-26 11:00:00 AM EST,70.3,56.1,22.5,,0.0,0.4,71,70.6,76.1,4.7
27-Jan-26 12:00:00 PM EST,70.4,57.3,24.9,,0.0,0.4,71,71.2,75.8,4.9
27-Jan-26 1:00:00 PM EST,72.2,57.7,27.2,,0.0,0.4,71,71.6,75.2,5.1
27-Jan-26 2:00:00 PM EST,69.1,57.7,28.5,,0.0,0.4,71,71.8,74.4,5.3
27-Jan-26 3:00:00 PM EST,71.3,57.8,30.0,,0.0,0.4,71,71.9,73.7,5.7
27-Jan-26 4:00:00 PM EST,69.1,58.1,30.4,,0.0,0.4,71,72.2,73.9,5.7
27-Jan-26 5:00:00 PM EST,73.4,57.6,29.6,,0.0,0.4,71,72.3,73.9,5.9
27-Jan-26 6:00:00 PM EST,72.6,58.1,29.0,,0.0,0.4,71,72.0,75.2,5.6
27-Jan-26 7:00:00 PM EST,68.8,56.4,28.0,,0.0,0.4,71,71.5,74.8,6.0
27-Jan-26 8:00:00 PM EST,71.7,55.0,27.2,,0.0,0.4,70,71.7,74.2,6.4
27-Jan-26 9:00:00 PM EST,68.0,54.0,26.3,,0.0,0.4,70,71.5,74.0,6.4
27-Jan-26 10:00:00 PM EST,72.0,53.6,25.2,,0.0,0.4,70,70.9,74.0,6.4
27-Jan-26 11:00:00 PM EST,71.2,53.7,24.7,,0.0,0.4,70,71.2,74.0,6.4
28-Jan-26 12:00:00 AM EST,68.2,53.2,23.4,,0.0,0.4,70,71.0,73.9,6.4
28-Jan-26 1:00:00 AM EST,71.4,52.7,23.0,,0.0,0.4,70,70.9,73.9,6.4
28-Jan-26 2:00:00 AM EST,70.9,53.0,22.2,,0.0,0.4,70,71.4,73.9,6.1
28-Jan-26 3:00:00 AM EST,71.1,51.9,21.0,,0.0,0.4,70,70.8,73.8,5.7
28-Jan-26 4:00:00 AM EST,69.8,51.7,19.8,,0.0,0.4,69,71.4,73.7,5.4
28-Jan-26 5:00:00 AM EST,69.5,51.7,18.5,,0.0,0.4,69,71.3,74.3,5.0
28-Jan-26 6:00:00 AM EST,73.3,51.7,17.6,,0.0,0.4,69,71.3,74.7,4.6
28-Jan-26 7:00:00 AM EST,70.8,51.5,17.6,,0.0,0.4,69,71.0,74.8,4.3
28-Jan-26 8:00:00 AM EST,71.8,52.4,17.4,,0.0,0.4,70,70.7,75.1,3.9
28-Jan-26 9:00:00 AM EST,70.2,53.3,18.9,,0.0,0.4,70,70.9,75.6,3.8
28-Jan-26 10:00:00 AM EST,71.7,54.6,21.2,,0.0,0.4,71,71.1,75.9,3.8
28-Jan-26 11:00:00 AM EST,73.7,56.0,22.5,,0.0,0.4,71,71.4,75.7,4.1
28-Jan-26 12:00:00 PM EST,68.7,57.1,24.1,,0.0,0.4,71,71.2,75.0,4.7
28-Jan-26 1:00:00 PM EST,68.8,57.2,25.3,,0.0,0.4,71,71.9,73.8,5.6
28-Jan-26 2:00:00 PM EST,71.0,56.6,26.1,,0.0,0.4,71,71.8,73.1,6.1
28-Jan-26 3:00:00 PM EST,71.7,56.4,26.2,,0.0,0.4,71,72.1,73.0,6.3
28-Jan-26 4:00:00 PM EST,68.2,57.1,26.8,,0.0,0.4,71,72.2,74.1,6.1
28-Jan-26 5:00:00 PM EST,69.0,57.1,27.5,,0.0,0.4,71,72.1,74.9,5.9
28-Jan-26 6:00:00 PM EST,71.6,56.4,27.1,,0.0,0.4,71,71.3,74.8,6.1
28-Jan-26 7:00:00 PM EST,70.0,55.5,25.9,,0.0,0.4,71,72.3,74.4,6.3
28-Jan-26 8:00:00 PM EST,70.3,53.7,25.2,,0.0,0.4,70,71.5,73.5,6.6
28-Jan-26 9:00:00 PM EST,69.4,53.2,24.4,,0.0,0.4,70,71.1,73.5,6.5
28-Jan-26 10:00:00 PM EST,70.2,52.4,23.0,,0.0,0.4,70,70.6,73.5,6.3
28-Jan-26 11:00:00 PM EST,72.1,51.9,21.7,,0.0,0.4,70,71.1,73.3,6.0
29-Jan-26 12:00:00 AM EST,69.8,52.0,20.5,,0.0,0.4,70,71.2,73.2,5.7
29-Jan-26 1:00:00 AM EST,70.6,51.5,20.1,,0.0,0.4,70,70.9,73.4,5.5
29-Jan-26 2:00:00 AM EST,71.4,51.3,19.2,,0.0,0.4,70,71.2,73.3,5.3
29-Jan-26 3:00:00 AM EST,67.8,51.4,18.4,,0.0,0.4,69,71.2,73.2,5.2
29-Jan-26 4:00:00 AM EST,68.0,51.0,17.6,,0.0,0.4,69,70.8,73.1,5.0
29-Jan-26 5:00:00 AM EST,68.2,50.7,17.3,,0.0,0.4,69,71.4,73.5,4.6
29-Jan-26 6:00:00 AM EST,73.1,50.5,16.5,,0.0,0.4,69,71.0,74.0,4.1
29-Jan-26 7:00:00 AM EST,71.8,50.7,15.7,,0.0,0.4,69,71.4,74.0,3.8
29-Jan-26 8:00:00 AM EST,71.7,51.2,16.6,,0.0,0.4,70,71.3,73.8,3.6
29-Jan-26 9:00:00 AM EST,70.1,52.5,18.9,,0.0,0.4,70,71.1,74.1,3.5
29-Jan-26 10:00:00 AM EST,71.8,54.2,20.8,,0.0,0.4,71,71.3,74.7,3.6
29-Jan-26 11:00:00 AM EST,71.2,55.0,22.0,,0.0,0.4,71,70.7,75.0,3.8
29-Jan-26 12:00:00 PM EST,72.4,56.2,23.3,,0.0,0.4,71,71.6,75.3,4.0
29-Jan-26 1:00:00 PM EST,70.1,57.3,24.4,,0.0,0.4,72,72.5,75.5,4.1
29-Jan-26 2:00:00 PM EST,71.8,57.8,24.9,,0.0,0.4,72,72.1,75.4,4.3
29-Jan-26 3:00:00 PM EST,70.6,57.3,25.5,,0.0,0.4,72,71.8,75.0,4.5
29-Jan-26 4:00:00 PM EST,71.4,56.5,25.0,,0.0,0.4,71,72.2,74.5,4.8
29-Jan-26 5:00:00 PM EST,71.2,56.2,24.2,,0.0,0.4,71,71.9,74.3,5.0
29-Jan-26 6:00:00 PM EST,64.1,70.0,23.9,Off,0.0,0.1,70,18.0,69.4,5.0
29-Jan-26 7:00:00 PM EST,60.7,77.0,22.1,,0.0, -0.0,69,0.0,58.3,8.0
29-Jan-26 8:00:00 PM EST,59.2,76.1,21.3,,0.0, -0.0,68,0.0,55.0,11.4
29-Jan-26 9:00:00 PM EST,58.1,72.1,20.6,,0.0, -0.0,68,0.0,52.8,12.9
29-Jan-26 10:00:00 PM EST,56.6,67.9,20.0,,0.0, -0.0,68,0.0,50.4,14.3
29-Jan-26 11:00:00 PM EST,55.8,66.5,18.6,,0.0, -0.0,68,0.0,48.4,15.5
30-Jan-26 12:00:00 AM EST,54.7,65.7,18.6,,0.0, -0.0,68,0.0,47.7,16.6
30-Jan-26 1:00:00 AM EST,53.9,64.9,17.8,,0.0, -0.0,68,0.0,46.8,17.1
30-Jan-26 2:00:00 AM EST,53.3,64.3,17.7,,0.0, -0.0,67,0.0,45.8,17.9
30-Jan-26 3:00:00 AM EST,52.5,63.7,17.0,,0.0, -0.0,67,0.0,45.3,18.5
30-Jan-26 4:00:00 AM EST,52.1,63.5,16.7,,0.0, -0.0,67,0.0,44.7,19.0
30-Jan-26 5:00:00 AM EST,60.9,56.7,16.3,On,0.0,0.6,68,45.1,59.5,13.0
30-Jan-26 6:00:00 AM EST,69.9,58.1,16.3,,0.0,0.4,70,51.0,75.8,4.5
30-Jan-26 7:00:00 AM EST,72.5,58.1,15.0,,0.0,0.4,70,49.8,76.2,4.1
30-Jan-26 8:00:00 AM EST,72.3,58.8,15.2,,0.0,0.4,71,50.0,75.9,3.9
30-Jan-26 9:00:00 AM EST,72.2,59.4,16.6,,0.0,0.4,71,51.3,75.5,4.0
30-Jan-26 10:00:00 AM EST,69.5,60.3,17.8,,0.0,0.4,71,52.0,75.7,3.6
30-Jan-26 11:00:00 AM EST,71.3,60.1,19.6,,0.0,0.4,72,52.5,74.8,3.8
30-Jan-26 12:00:00 PM EST,70.2,60.0,20.5,,0.0,0.4,72,53.9,73.4,4.1
30-Jan-26 1:00:00 PM EST,69.8,60.3,21.1,,0.0,0.4,72,55.0,73.1,4.1
30-Jan-26 2:00:00 PM EST,72.6,60.1,22.2,,0.0,0.4,72,54.6,73.1,4.1
30-Jan-26 3:00:00 PM EST,72.1,60.1,22.4,,0.0,0.4,72,54.6,73.0,4.2
30-Jan-26 4:00:00 PM EST,71.7,59.9,21.7,,0.0,0.4,72,54.6,73.1,4.1
30-Jan-26 5:00:00 PM EST,71.5,59.0,21.8,,0.0,0.4,72,57.0,72.9,4.0
30-Jan-26 6:00:00 PM EST,71.2,56.7,22.4,,0.0,0.4,72,65.3,72.8,3.8
30-Jan-26 7:00:00 PM EST,70.7,53.9,20.4,,0.0,0.4,71,71.8,73.2,3.7
30-Jan-26 8:00:00 PM EST,69.7,49.9,18.1,,0.0,0.4,70,71.3,72.4,3.8
30-Jan-26 9:00:00 PM EST,69.3,48.8,16.9,,0.0,0.4,70,70.8,72.2,3.8
30-Jan-26 10:00:00 PM EST,69.8,48.9,16.4,,0.0,0.4,70,70.5,72.1,3.8
30-Jan-26 11:00:00 PM EST,70.6,49.1,16.3,,0.0,0.4,70,71.1,72.1,3.6
31-Jan-26 12:00:00 AM EST,70.9,48.9,16.6,,0.0,0.4,70,70.9,72.1,3.3
31-Jan-26 1:00:00 AM EST,70.9,48.6,15.9,,0.0,0.4,69,71.4,72.0,3.1
