Date,duct_static_setpoint
02-Mar-22 12:00:43 PM CST,1
02-Mar-22 12:00:43 PM CST,1
12-May-22 6:39:54 AM CDT,1
12-May-22 6:40:06 AM CDT,1
12-May-22 6:40:48 AM CDT,1
12-May-22 6:40:49 AM CDT,1
