Timestamp,Value
02-May-22 7:00:02 AM CDT,Occupied
02-May-22 5:00:01 PM CDT,UnOccupied
03-May-22 7:00:01 AM CDT,Occupied
03-May-22 5:00:01 PM CDT,UnOccupied
04-May-22 7:00:01 AM CDT,Occupied
04-May-22 5:00:02 PM CDT,UnOccupied
05-May-22 7:00:02 AM CDT,Occupied
05-May-22 5:00:02 PM CDT,UnOccupied
06-May-22 7:00:02 AM CDT,Occupied
06-May-22 5:00:01 PM CDT,UnOccupied
07-May-22 9:00:01 AM CDT,Occupied
07-May-22 4:00:01 PM CDT,UnOccupied
08-May-22 9:00:02 AM CDT,Occupied
08-May-22 4:00:02 PM CDT,UnOccupied
09-May-22 7:00:01 AM CDT,Occupied
09-May-22 5:00:01 PM CDT,UnOccupied
10-May-22 7:00:01 AM CDT,Occupied
10-May-22 5:00:02 PM CDT,UnOccupied
11-May-22 7:00:01 AM CDT,Occupied
11-May-22 5:00:02 PM CDT,UnOccupied
12-May-22 6:39:54 AM CDT,UnOccupied
12-May-22 6:40:06 AM CDT,UnOccupied
12-May-22 6:40:48 AM CDT,UnOccupied
12-May-22 6:40:49 AM CDT,Occupied
12-May-22 6:41:00 AM CDT,UnOccupied
12-May-22 7:00:01 AM CDT,Occupied
12-May-22 5:00:01 PM CDT,UnOccupied
13-May-22 7:00:02 AM CDT,Occupied
13-May-22 5:00:02 PM CDT,UnOccupied
14-May-22 9:00:02 AM CDT,Occupied
14-May-22 4:00:01 PM CDT,UnOccupied
15-May-22 9:00:01 AM CDT,Occupied
15-May-22 4:00:02 PM CDT,UnOccupied
16-May-22 7:00:02 AM CDT,Occupied
16-May-22 5:00:02 PM CDT,UnOccupied
17-May-22 7:00:01 AM CDT,Occupied
17-May-22 5:00:02 PM CDT,UnOccupied
18-May-22 7:00:01 AM CDT,Occupied
18-May-22 5:00:02 PM CDT,UnOccupied
19-May-22 7:00:01 AM CDT,Occupied
19-May-22 5:00:02 PM CDT,UnOccupied
20-May-22 7:00:01 AM CDT,Occupied
20-May-22 5:00:02 PM CDT,UnOccupied
21-May-22 9:00:02 AM CDT,Occupied
21-May-22 4:00:02 PM CDT,UnOccupied
22-May-22 9:00:01 AM CDT,Occupied
22-May-22 4:00:02 PM CDT,UnOccupied
23-May-22 7:00:02 AM CDT,Occupied
23-May-22 5:00:01 PM CDT,UnOccupied
24-May-22 7:00:01 AM CDT,Occupied
24-May-22 5:00:02 PM CDT,UnOccupied
25-May-22 7:00:01 AM CDT,Occupied
25-May-22 5:00:01 PM CDT,UnOccupied
26-May-22 7:00:01 AM CDT,Occupied
26-May-22 5:00:01 PM CDT,UnOccupied
27-May-22 7:00:02 AM CDT,Occupied
27-May-22 5:00:02 PM CDT,UnOccupied
28-May-22 9:00:02 AM CDT,Occupied
28-May-22 4:00:02 PM CDT,UnOccupied
29-May-22 9:00:02 AM CDT,Occupied
29-May-22 4:00:01 PM CDT,UnOccupied
31-May-22 7:00:01 AM CDT,Occupied
31-May-22 5:00:02 PM CDT,UnOccupied
01-Jun-22 7:00:02 AM CDT,Occupied
01-Jun-22 5:00:01 PM CDT,UnOccupied
02-Jun-22 7:00:01 AM CDT,Occupied
02-Jun-22 5:00:02 PM CDT,UnOccupied
03-Jun-22 7:00:02 AM CDT,Occupied
03-Jun-22 5:00:01 PM CDT,UnOccupied
04-Jun-22 9:00:02 AM CDT,Occupied
04-Jun-22 4:00:01 PM CDT,UnOccupied
05-Jun-22 9:00:02 AM CDT,Occupied
05-Jun-22 4:00:02 PM CDT,UnOccupied
06-Jun-22 7:00:01 AM CDT,Occupied
