Date,kW1diff,kW1Hrs,kW2diff,kW2Hrs,kW3diff,kW3Hrs,kW4diff,kW4Hrs,kW5diff,kW5Hrs,kW6diff,kW6Hrs,kW7diff,kW7Hrs,kW8diff,kW8Hrs,kW9diff,kW9Hrs,kW10diff,kW10Hrs,kW11diff,kW11Hrs,kW12diff,kW12Hrs,kW13diff,kW13Hrs,kW14diff,kW14Hrs,kW15diff,kW15Hrs,kW16diff,kW16Hrs
2013-08-25,-4.599999999999998,2.0,55.8,2.75,50.0,1.25,-9.0,0.75,29.19999999999999,0.5,30.0,1.0,0.20000000000001705,1.25,-2.8000000000000114,1.0,36.20000000000002,1.5,-92.20000000000002,1.0,-76.19999999999999,1.5,-11.799999999999997,0.75,17.6,1.25,-12.400000000000006,0.5,1.6000000000000014,1.25,-5.799999999999997,5.5
2013-08-26,-4.600000000000001,0.75,4.800000000000004,4.75,-5.200000000000003,1.25,3.0,1.75,32.8,0.5,17.60000000000001,0.75,-25.200000000000003,0.5,22.599999999999994,0.75,-31.4,0.5,-1.3999999999999986,0.75,-10.200000000000003,0.75,3.200000000000003,3.5,-14.8,1.25,10.599999999999998,1.75,-6.199999999999996,1.25,-4.600000000000001,3.0
2013-08-27,38.6,2.5,9.599999999999994,0.5,-13.199999999999996,1.5,14.199999999999996,1.25,-14.599999999999994,1.25,13.0,0.75,-33.0,2.0,14.599999999999994,0.5,-9.799999999999997,0.75,-13.399999999999999,2.0,14.199999999999996,0.75,-18.799999999999997,1.0,6.600000000000001,2.0,8.600000000000001,2.75,-5.400000000000006,3.25,-4.199999999999996,1.0
2013-08-28,127.60000000000001,3.5,-14.200000000000017,0.75,-14.0,0.5,31.600000000000023,1.25,30.399999999999977,1.0,16.400000000000006,0.5,25.200000000000017,0.5,-18.600000000000023,2.75,2.6000000000000227,3.25,-48.0,1.5,-48.20000000000002,1.0,-21.39999999999999,0.75,-24.0,1.0,-32.800000000000004,2.5,-14.799999999999997,2.25,-4.600000000000001,0.75
2013-08-29,85.0,3.5,-19.599999999999994,1.5,25.799999999999997,1.0,43.400000000000006,1.5,40.599999999999994,0.5,29.400000000000006,3.0,2.5999999999999943,2.0,-26.0,0.5,28.80000000000001,0.75,-47.80000000000001,1.25,-32.19999999999999,1.0,-29.200000000000017,0.75,-37.39999999999999,2.0,-39.800000000000004,1.5,-12.600000000000001,1.5,-11.199999999999996,1.5
2013-08-30,70.80000000000001,3.5,5.200000000000003,0.75,18.799999999999997,2.75,41.999999999999986,0.5,14.0,0.75,-4.0,0.75,3.6000000000000227,2.5,-17.200000000000017,0.5,-11.799999999999983,3.25,-24.000000000000014,0.75,-11.399999999999991,0.75,-27.200000000000003,0.5,-16.0,2.25,-22.0,1.25,-9.0,1.5,0.5999999999999943,1.5
2013-08-31,-10.200000000000003,2.25,33.0,1.25,19.0,1.25,10.799999999999997,1.75,42.000000000000014,0.75,21.0,0.75,12.799999999999983,1.75,27.200000000000017,0.75,-27.600000000000023,5.5,-38.19999999999999,1.25,-35.0,0.5,-6.400000000000006,0.75,19.60000000000001,0.75,-50.800000000000004,1.5,-15.199999999999996,1.5,-5.0,1.5
2013-09-01,66.6,3.5,11.200000000000003,3.0,29.599999999999994,0.75,27.0,0.5,17.0,1.25,30.80000000000001,2.25,17.19999999999999,1.25,-29.19999999999999,2.75,-47.60000000000002,1.0,-24.19999999999999,1.0,24.0,1.75,-27.599999999999994,0.75,-53.80000000000001,1.0,-0.5999999999999943,1.5,-15.399999999999999,0.75,-6.399999999999999,0.75
2013-09-02,-12.200000000000003,0.75,6.800000000000004,0.5,41.99999999999999,2.25,10.800000000000011,1.5,-14.600000000000009,0.5,12.600000000000009,3.25,-8.600000000000009,3.25,-4.3999999999999915,3.5,-10.400000000000006,1.5,-9.399999999999999,1.75,15.800000000000004,0.5,-11.0,0.5,-6.800000000000004,1.0,-29.4,1.0,-2.8000000000000043,1.5,-0.3999999999999986,0.5
2013-09-03,38.199999999999996,2.5,3.200000000000003,1.25,-6.0,0.75,-13.600000000000001,2.25,19.6,0.5,-27.4,2.25,-11.200000000000003,0.75,8.0,2.5,-6.399999999999999,0.5,7.799999999999997,0.5,-3.799999999999997,2.25,1.2000000000000028,3.0,-11.000000000000004,1.25,4.400000000000002,0.5,-2.8000000000000007,2.5,-1.4000000000000021,0.5
2013-09-04,92.80000000000001,3.75,-20.80000000000001,0.75,12.400000000000006,2.75,54.400000000000006,0.5,29.400000000000006,2.5,-25.200000000000017,1.75,24.200000000000017,1.25,34.79999999999998,0.75,-19.19999999999999,0.75,-25.400000000000006,0.75,-35.599999999999994,1.25,-46.2,0.75,-17.60000000000001,2.25,-5.599999999999994,1.5,-45.4,0.75,-6.400000000000002,1.75
2013-09-05,27.4,3.5,43.400000000000006,3.25,29.0,0.75,20.200000000000003,0.5,18.400000000000006,1.25,6.0,1.0,-16.80000000000001,1.0,21.19999999999999,2.75,-28.399999999999977,1.0,-16.200000000000017,0.75,-16.0,0.75,-30.19999999999999,1.0,-11.600000000000009,1.75,-10.199999999999996,2.25,-27.800000000000004,0.75,-3.0,1.5
2013-09-06,3.0,2.25,42.800000000000004,1.25,30.799999999999997,3.0,77.60000000000001,0.75,-19.0,0.75,-17.80000000000001,0.75,15.0,2.25,-10.800000000000011,0.5,-15.599999999999994,1.0,-2.5999999999999943,1.75,-24.599999999999994,1.25,-15.400000000000006,0.75,-32.0,1.0,-10.799999999999997,2.75,-24.200000000000003,2.25,-3.0,1.5
2013-09-07,57.400000000000006,3.5,12.0,3.0,43.599999999999994,1.0,25.19999999999999,1.25,30.400000000000006,1.5,12.0,1.0,-12.599999999999994,0.5,-18.400000000000006,0.5,-25.400000000000006,3.0,-38.39999999999999,0.75,-44.39999999999999,1.25,69.6,1.0,-57.8,2.75,-27.0,1.0,-13.0,0.5,-6.0,1.25
2013-09-08,43.0,3.5,14.200000000000003,3.0,20.0,0.75,15.0,0.5,10.399999999999991,1.5,-5.599999999999994,2.5,-8.799999999999997,0.5,8.0,3.0,-11.799999999999997,0.5,-42.60000000000001,1.5,-17.599999999999994,0.75,14.599999999999994,1.25,-10.199999999999996,0.5,-13.0,2.0,-16.400000000000002,1.0,-1.1999999999999993,1.0
2013-09-09,18.599999999999998,3.5,6.0,1.25,6.600000000000001,1.75,8.0,0.5,8.599999999999994,2.0,6.800000000000011,1.75,-12.200000000000003,2.0,-2.799999999999997,1.5,-13.000000000000007,2.0,-17.6,0.5,9.600000000000001,1.25,-3.6000000000000014,0.5,-12.999999999999996,2.5,9.8,1.0,-7.800000000000001,0.5,-3.1999999999999993,1.25
2013-09-10,31.799999999999997,2.5,-16.599999999999994,6.5,-6.800000000000004,0.5,7.0,2.25,17.4,1.75,-18.599999999999994,0.75,15.599999999999994,0.5,-15.799999999999997,0.75,12.0,0.75,-12.799999999999997,0.75,11.199999999999996,0.5,-16.199999999999996,2.75,-0.6000000000000014,1.5,5.199999999999996,1.0,-11.599999999999994,0.5,-2.200000000000003,0.5
2013-09-11,96.80000000000001,3.5,-22.400000000000006,0.5,5.200000000000003,2.5,9.0,0.75,16.200000000000003,0.5,12.599999999999994,0.75,38.0,2.0,-41.80000000000001,0.5,42.20000000000002,0.5,-30.200000000000017,3.0,-19.0,1.5,-21.999999999999986,1.25,-33.400000000000006,1.0,-12.399999999999991,2.5,-26.000000000000007,1.75,-12.0,1.25
2013-09-12,9.600000000000001,0.5,-7.800000000000004,1.25,82.4,1.75,-18.0,0.5,8.600000000000009,1.5,14.399999999999991,2.5,14.600000000000009,3.75,33.0,2.0,-19.400000000000006,1.5,-17.80000000000001,0.75,-14.199999999999989,0.75,-10.799999999999997,0.5,-14.0,2.75,53.60000000000001,1.0,-4.0,1.75,-0.20000000000001705,1.0
2013-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
