Date,kW1diff,kW1Hrs,kW2diff,kW2Hrs,kW3diff,kW3Hrs,kW4diff,kW4Hrs,kW5diff,kW5Hrs,kW6diff,kW6Hrs,kW7diff,kW7Hrs,kW8diff,kW8Hrs,kW9diff,kW9Hrs,kW10diff,kW10Hrs,kW11diff,kW11Hrs,kW12diff,kW12Hrs,kW13diff,kW13Hrs,kW14diff,kW14Hrs,kW15diff,kW15Hrs,kW16diff,kW16Hrs
2013-08-11,-1.6000000000000014,0.75,17.800000000000004,4.25,-3.200000000000003,1.5,7.200000000000003,0.5,39.6,1.25,-10.600000000000009,1.25,17.400000000000006,1.5,15.0,1.0,-13.599999999999994,1.25,-53.400000000000006,1.0,-9.799999999999997,1.0,-6.200000000000003,2.25,9.600000000000001,2.0,-9.200000000000003,1.75,-1.7999999999999972,2.0,0.19999999999999574,0.5
2013-08-12,18.6,5.0,2.1999999999999957,0.75,-3.1999999999999957,0.75,31.999999999999993,1.75,6.400000000000006,0.5,13.799999999999997,1.0,5.400000000000006,1.0,10.399999999999991,0.75,-44.39999999999999,1.75,-27.6,1.0,-6.200000000000003,1.0,-3.799999999999997,0.75,3.799999999999997,4.0,-5.600000000000001,1.0,-4.599999999999998,2.25,1.4000000000000021,0.5
2013-08-13,1.4000000000000021,3.0,8.799999999999997,4.25,3.799999999999997,1.5,6.400000000000006,1.5,2.5999999999999943,1.5,-3.3999999999999986,0.5,8.399999999999999,0.75,-4.799999999999997,1.5,-1.7999999999999972,0.75,-18.0,1.0,-2.200000000000003,1.75,4.600000000000001,1.5,6.0,0.5,-7.600000000000001,1.0,-4.399999999999999,2.25,0.1999999999999993,0.5
2013-08-14,43.199999999999996,4.75,-13.199999999999996,1.75,23.199999999999996,0.75,62.60000000000001,1.0,23.0,2.5,-19.80000000000001,0.75,19.400000000000006,0.5,-13.400000000000006,0.5,-25.599999999999994,1.0,-26.0,0.75,8.0,0.75,-14.200000000000003,0.5,-26.799999999999997,1.75,-18.200000000000003,3.0,-10.399999999999999,1.0,-4.600000000000001,2.5
2013-08-15,16.200000000000003,4.75,-6.0,1.75,22.800000000000004,0.5,76.4,1.25,-3.6000000000000227,0.5,14.800000000000011,0.75,15.199999999999989,0.75,-14.199999999999989,0.5,-14.199999999999989,2.0,-17.200000000000017,1.0,-70.8,0.5,-7.199999999999996,1.0,-14.0,1.0,8.799999999999997,2.5,-9.600000000000001,2.5,-1.5999999999999943,2.5
2013-08-16,-2.799999999999997,1.75,40.800000000000004,3.0,11.799999999999997,2.5,40.2,0.75,48.79999999999998,1.5,9.200000000000017,0.5,6.599999999999994,1.0,-14.800000000000011,2.0,-108.6,1.25,-10.799999999999997,1.0,-8.599999999999994,1.25,12.199999999999996,3.25,-9.600000000000001,1.0,-10.0,0.5,-3.1999999999999957,2.0,-2.200000000000003,0.5
2013-08-17,-3.8000000000000043,3.0,47.0,1.75,-1.5999999999999943,0.75,23.200000000000003,2.0,36.19999999999999,0.5,22.0,1.0,-15.400000000000006,1.0,-10.199999999999989,0.5,-15.200000000000003,0.5,11.399999999999991,0.5,-16.19999999999999,1.25,-41.2,1.25,-31.599999999999994,2.5,0.0,2.75,-6.800000000000004,1.75,-5.599999999999998,2.75
2013-08-18,36.0,5.0,-13.200000000000003,0.5,6.200000000000003,1.75,12.400000000000006,0.5,69.19999999999999,0.5,10.400000000000006,1.0,-11.599999999999994,1.5,-7.200000000000017,0.5,-25.39999999999999,1.25,-23.799999999999997,0.75,-10.0,0.5,-24.200000000000003,0.5,-9.399999999999999,1.0,4.0,3.25,-7.0,2.75,-7.0,2.5
2013-08-19,1.8000000000000007,5.5,-1.6000000000000014,1.25,-3.1999999999999993,0.5,8.999999999999996,2.0,1.0,0.75,5.800000000000004,2.5,-3.200000000000003,0.5,5.800000000000004,1.5,-6.0,1.0,6.0,1.0,-2.0,0.75,-4.0,1.5,4.0,1.0,6.799999999999997,2.75,-14.0,0.75,-1.2000000000000028,0.5
2013-08-20,-3.8000000000000043,1.75,-6.599999999999998,4.0,17.2,1.5,-9.0,0.75,8.800000000000004,1.25,9.199999999999996,1.0,-8.0,0.5,12.0,1.0,9.399999999999999,1.75,15.200000000000003,1.25,-10.0,1.0,-35.4,0.5,6.799999999999997,3.5,-10.399999999999999,3.0,-2.6000000000000014,0.75,0.20000000000000284,0.25
2013-08-21,31.0,4.75,22.200000000000003,2.0,10.799999999999997,0.5,104.2,1.0,48.20000000000002,2.0,-12.000000000000028,1.25,18.200000000000017,1.25,-35.20000000000002,0.5,-68.19999999999999,1.0,-26.599999999999994,1.0,29.19999999999999,0.75,-50.2,0.75,-18.39999999999999,2.75,-44.800000000000004,0.75,-11.800000000000004,1.0,-8.399999999999999,2.5
2013-08-22,46.00000000000001,4.75,0.3999999999999915,1.25,25.60000000000001,1.25,84.19999999999999,0.75,74.79999999999998,2.25,-12.0,0.75,-13.599999999999966,0.75,-22.80000000000001,1.0,-76.80000000000001,1.25,-51.79999999999998,1.25,-15.400000000000006,0.75,-12.799999999999997,1.0,50.8,1.25,-13.400000000000006,0.75,-55.8,2.25,-12.399999999999999,2.5
2013-08-23,57.2,4.75,100.6,1.5,-31.80000000000001,0.5,42.20000000000002,1.0,-2.4000000000000057,0.75,16.400000000000006,1.75,-6.400000000000006,1.5,-76.19999999999999,1.5,-34.80000000000001,0.75,-3.4000000000000057,0.75,-12.599999999999994,0.5,-28.200000000000003,0.75,-9.799999999999997,1.5,-6.799999999999997,1.0,-6.400000000000006,2.5,-9.599999999999998,2.75
2013-08-24,52.8,4.75,50.19999999999999,1.25,0.8000000000000114,1.25,20.599999999999994,1.0,23.599999999999994,1.25,20.400000000000006,1.25,-21.799999999999983,0.75,14.799999999999983,0.75,-18.400000000000006,0.5,-68.79999999999998,0.5,-43.60000000000001,1.0,-6.199999999999996,0.5,-6.800000000000004,0.5,-8.399999999999999,6.0,-7.399999999999999,2.0,-1.3999999999999986,0.5
